Word,both_hit,both_fa,both_h_fa,d_both,c_both,img,Bird2001,Bristol2006,Chiarello1999,Glasgow2018,Cortese,MRC,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Max_strength.perceptual,Max_strength.action,Max_strength.sensorimotor,Minkowski3.perceptual,Minkowski3.action,Minkowski3.sensorimotor,c.Bird,c.Bristol,c.Chiarello,c.Cortese,c.Glasgow,c.MRC,Frequency,Length.y,Body,Food,Object,Communication
BEER,0.88,0.07,0.81,2.66,0.17,6.1,NA,6.27,NA,6.714,6.1,5.98,0.895,4.526,1.789,2,3.737,3.421,0.421,2.737,2,4,1.158,4.526,4,4.526,5.842,4.549,6.646,NA,2.261193786,NA,1.59923593,1.855183359,1.182696059,1.067412776,-1.057900252,0.02410078,5.261604395,-0.036881101,0.002196335
BEET,0.81,0.14,0.67,1.97,0.1,4.8,NA,NA,5.46429,4.323,4.8,5.55,0.062,3.562,2.125,0.812,2.062,2.938,0.714,1.286,0.952,1.905,0.571,3.562,1.905,3.562,4.473,2.186,4.64,NA,NA,0.547855869,0.29923593,-0.535816641,0.752696059,-1.02068957,-1.282918865,-0.509041477,3.288387409,-0.042206519,-1.630739072
BEG,0.64,0.19,0.45,1.23,0.25,3.7,NA,NA,5.53571,4.229,3.7,4.31,3.842,0,0.105,0.526,0.053,3.368,0.947,2.526,1.947,3.895,0.684,3.842,3.895,3.895,4.564,4.375,5.634,NA,NA,0.619275869,-0.80076407,-0.629816641,-0.487303941,0.815509408,-1.631076567,-0.218071883,-0.13141701,-0.015645219,2.007753069
BEIGE,0.79,0.19,0.6,1.7,0.03,5.3,4.76,NA,NA,5.849,5.3,NA,0.333,0.167,0.556,0.278,0.111,4.389,0.412,0.412,2.647,0.647,0.353,4.389,2.647,4.389,4.393,2.669,4.699,0.377889437,NA,NA,0.79923593,0.990183359,NA,-0.084330828,-0.64116573,-0.769348438,-0.42980053,0.446322049,-0.276485328
BELCH,0.83,0.21,0.62,1.78,-0.08,4.6,NA,NA,NA,NA,4.6,NA,4.263,1.895,0.579,2.474,1.947,2.263,0.05,0.05,1.25,4.05,2.7,4.263,4.05,4.263,4.913,4.449,5.912,NA,NA,NA,0.09923593,NA,NA,-1.029345157,-1.079553141,0.353016934,2.7088717,-1.626413649,1.775871345
BELL,0.69,0.15,0.54,1.52,0.25,6.6,NA,5.66,6.71429,6.735,6.6,6.1,4.056,0.056,1.389,0.611,0.056,2.778,0.05,2.1,3.35,0.15,0.1,4.056,3.35,4.056,4.499,3.605,5.166,NA,1.651193786,1.797855869,2.09923593,1.876183359,1.302696059,1.056238828,-1.316310562,-1.006016424,-0.991433996,1.329962744,1.709667897
BELLE,0.79,0.08,0.71,2.2,0.28,3.9,NA,NA,NA,NA,3.9,4.01,1.583,0.167,1.833,0.5,0.417,3.833,0.4,0.533,2,0.467,0.733,3.833,2,3.833,4.055,2.058,4.224,NA,NA,NA,-0.60076407,NA,-0.787303941,-0.663824072,-1.11394826,-0.749693598,-0.44517823,0.691265783,-0.220706216
BELT,0.7,0.19,0.5,1.39,0.18,6.5,NA,5.85,NA,6.344,6.5,4.94,0.333,0.167,3.278,0.333,0.333,4,0.65,3.05,1.2,0.3,2.95,4,3.05,4,4.631,3.828,5.376,NA,1.841193786,NA,1.99923593,1.485183359,0.142696059,0.948633614,-0.914207977,1.515707596,-0.177226121,1.107823719,-1.451213242
BENCH,0.77,0.29,0.48,1.3,-0.1,6.5,NA,NA,NA,6.606,6.5,5.55,0.316,0,3.316,0.158,0.211,3.895,1.895,1.474,0.947,0.105,2.053,3.895,2.053,3.895,4.572,2.692,4.864,NA,NA,NA,1.99923593,1.747183359,0.752696059,0.772204711,-0.434453389,1.100540133,-0.526177194,0.967929473,-1.792066717
BEND,0.66,0.36,0.3,0.77,-0.03,3.9,NA,4.68,NA,4.914,3.9,4.6,1.2,0.15,2.85,1.7,0.15,3.85,2.8,3.1,1.25,0.6,3,3.85,3.1,3.85,4.429,4.325,5.515,NA,0.671193786,NA,-0.60076407,0.055183359,-0.197303941,0.476058057,-1.074558022,2.735239296,-0.497065145,0.328953089,-0.749859361
BENT,0.68,0.31,0.37,0.96,0.01,4.7,NA,3.71,NA,NA,4.7,NA,0.5,0,2.95,0.8,0,4.45,2.05,2.8,1.65,0.2,1.9,4.45,2.8,4.45,4.855,3.474,5.387,NA,-0.298806214,NA,0.19923593,NA,NA,0.316533744,-1.150992862,1.837303471,-0.653528882,0.552902843,-1.177999703
BEST,0.42,0.09,0.33,1.14,0.78,2.7,NA,NA,NA,3.029,2.7,3.24,1.5,0.85,0.95,2.2,0.8,2.15,1.25,1.5,3.1,1.7,1.3,2.2,3.1,3.1,2.96,3.482,4.085,NA,NA,NA,-1.80076407,-1.829816641,-1.557303941,1.921289271,-1.158542502,0.224917468,0.307481246,-1.664337945,0.064657012
BET,0.7,0.1,0.59,1.77,0.37,3.1,NA,NA,NA,NA,3.1,4.53,2.474,0.211,0.579,1.105,0.263,2.632,0.3,0.95,2.55,1.3,0.35,2.632,2.55,2.632,3.269,2.701,3.795,NA,NA,NA,-1.40076407,NA,-0.267303941,1.392359259,-1.379589331,-1.312914873,-0.580869863,-0.200443554,0.587580553
BIB,0.91,0.15,0.76,2.4,-0.17,5.9,NA,NA,5.92857,NA,5.9,4.88,0.056,0,2,0,0.222,3.167,0.45,1.9,1.35,0.75,1.65,3.167,1.9,3.167,3.413,2.429,3.782,NA,NA,1.012135869,1.39923593,NA,0.082696059,-0.917276226,-1.254090812,0.19620049,-0.336220355,0.520848977,-1.385910758
BID,0.66,0.29,0.37,0.96,0.08,3.4,NA,NA,NA,3.879,3.4,3.94,2.625,0,0.125,0.188,0.062,2.125,0.143,2.095,2.048,3.143,0.381,2.625,3.143,3.143,3.025,3.656,4.247,NA,NA,NA,-1.10076407,-0.979816641,-0.857303941,0.206074363,-1.604340141,-1.122028216,-0.265585548,-0.159966094,1.126285347
BIDE,0.7,0.2,0.5,1.37,0.16,1.6,2.19,NA,NA,NA,1.6,NA,0.769,0,0.385,1.231,0,1.769,0.868,0.974,1.763,0.605,0.447,1.769,1.763,1.769,1.993,1.946,2.482,-2.192110563,NA,NA,-2.90076407,NA,NA,-1.098036963,-1.328583838,-0.468295459,-0.744753148,-1.90097459,-1.148021177
BIG,0.54,0.13,0.41,1.21,0.5,4.5,NA,NA,NA,NA,4.5,4.63,0.944,0.167,2.722,0.333,0.111,3.889,1,1.9,3.1,1.35,0.95,3.889,3.1,3.889,4.307,3.447,4.944,NA,NA,NA,-0.00076407,NA,-0.167303941,2.332144037,-1.140822984,0.08523215,-0.428228897,0.465187518,-0.230871384
BIKE,0.73,0.15,0.57,1.62,0.21,6.8,NA,6.49,NA,6.794,6.8,NA,1.8,0.2,2.35,0.5,0.3,4.05,4.2,3.8,2.5,0.6,1.95,4.05,4.2,4.2,4.404,5.339,6.194,NA,2.481193786,NA,2.29923593,1.935183359,NA,0.83520008,-0.998119709,2.667398949,-0.823480378,1.289794021,0.249711472
BILE,0.86,0.17,0.69,2.05,-0.06,3.6,NA,NA,NA,NA,3.6,NA,0.278,1.722,0.222,1.944,1.278,2.167,0.053,0.053,0.737,3.053,1.737,2.167,3.053,3.053,2.914,3.242,3.889,NA,NA,NA,-0.90076407,NA,NA,-1.102353021,-1.337567243,-0.45647619,2.006431584,-1.774293885,-0.740496495
BILL,0.65,0.07,0.59,1.89,0.55,5.4,NA,NA,NA,NA,5.4,5.35,0.947,0.053,1.842,0.368,0.053,3.895,0.2,1.8,2.25,0.75,0.2,3.895,2.25,3.895,4.046,2.604,4.378,NA,NA,NA,0.89923593,NA,0.552696059,1.510825686,-1.049709421,-0.9516739,-0.649772601,1.044192634,-0.465907576
BIN,0.73,0.26,0.47,1.25,0.02,5.1,NA,NA,NA,NA,5.1,5.62,0.875,0,2.312,0.125,0.5,3.938,0.316,2.211,1.895,0.211,0.211,3.938,2.211,3.938,4.202,2.604,4.512,NA,NA,NA,0.59923593,NA,0.822696059,0.490536311,-1.321055472,-0.602091881,-0.362042894,1.480196591,-0.790013469
BIND,0.59,0.3,0.29,0.74,0.14,3.1,NA,NA,3.71429,NA,3.1,NA,0.556,0,2.722,1.278,0,2.833,0.789,2.632,1.211,0.421,0.474,2.833,2.632,2.833,3.562,2.744,4.038,NA,NA,-1.202144131,-1.40076407,NA,NA,-0.117549409,-1.038395232,0.209707283,-0.462099633,0.2194649,-1.412526992
BINGE,0.78,0.29,0.49,1.32,-0.12,2.9,NA,NA,NA,NA,2.9,NA,1.056,1.889,0.778,2.167,0.167,2.833,0.19,0.952,2.095,2.762,1.048,2.833,2.762,2.833,3.457,3.184,4.191,NA,NA,NA,-1.60076407,NA,NA,-0.872849954,-0.719958783,-0.332356774,1.252834708,-1.033253821,0.210441457
BIRCH,0.8,0.15,0.65,1.88,0.09,4.1,NA,NA,NA,NA,4.1,5.61,0.231,0.154,1.846,0,1.308,3.846,0.278,2,2.167,0.167,0.111,3.846,2.167,3.846,4.03,2.63,4.373,NA,NA,NA,-0.40076407,NA,0.812696059,-0.360336246,-0.488469191,-0.700789159,0.162309511,1.264570886,-1.065100426
BIRD,0.76,0.16,0.61,1.73,0.15,6.4,NA,NA,NA,6.778,6.4,6.14,3.68,0.8,1.4,0.16,0.8,4.12,0.375,1.583,3.375,0.542,0.292,4.12,3.375,4.12,4.98,3.494,5.498,NA,NA,NA,1.89923593,1.919183359,1.342696059,1.327959622,-1.025911019,-1.044040268,-0.09031012,1.885414491,1.578688966
BIRTH,0.78,0.28,0.5,1.35,-0.09,5.1,NA,NA,NA,6.059,5.1,5.32,2.15,0.25,1.25,2.2,0.5,3.5,1.6,1.15,2.4,0.7,3.1,3.5,3.1,3.5,4.032,3.674,4.865,NA,NA,NA,0.59923593,1.200183359,0.522696059,0.840305543,-0.742854832,1.440556418,-0.417684109,-0.317017186,0.427349681
BIT,0.66,0.27,0.39,1.02,0.1,3.6,3.4,NA,NA,3.152,3.6,4.32,0.29,0.71,2.258,0.903,0.129,2.677,0.387,0.871,1.387,3.419,0.323,2.677,3.419,3.419,3.169,3.514,4.221,-0.982110563,NA,NA,-0.90076407,-1.706816641,-0.477303941,1.638094591,-1.317296913,-1.038909772,0.695926779,-0.423377264,-0.701736209
BITCH,0.97,0.12,0.84,2.99,-0.33,5.4,NA,3.52,NA,4.441,5.4,NA,3.2,0,0.7,1.25,0.1,3.5,0.095,0.381,1.762,2.333,0.143,3.5,2.333,3.5,4.272,2.632,4.582,NA,-0.488806214,NA,0.89923593,-0.417816641,NA,1.243695453,-0.941962675,-1.512645529,-0.363262752,0.185208922,1.130788139
BITE,0.68,0.15,0.52,1.48,0.28,5.2,NA,NA,NA,NA,5.2,5.53,1,0.625,2.125,2,0,3.125,0.295,0.574,1.277,4.745,0.347,3.125,4.745,4.745,3.668,4.779,5.412,NA,NA,NA,0.69923593,NA,0.732696059,1.064663004,-1.257751909,-0.665672529,1.227736521,-0.204892904,0.585416706
BLACK,0.71,0.05,0.66,2.19,0.54,6.4,NA,NA,NA,6.143,6.4,5.89,0.059,0.059,0.118,0.353,0.059,4.471,0.4,0.65,2.55,0.4,0.55,4.471,2.55,4.471,4.471,2.579,4.741,NA,NA,NA,1.89923593,1.284183359,1.092696059,1.998089655,-0.556223645,-0.929355752,-0.759929,0.299320099,-0.651513304
BLADE,0.76,0.27,0.49,1.31,-0.04,5.8,NA,NA,6.66667,6.543,5.8,5.68,0.579,0,3.105,0.211,0,3.842,0.15,2.45,1.3,0.25,0.35,3.842,2.45,3.842,4.429,2.57,4.7,NA,NA,1.750235869,1.29923593,1.684183359,0.882696059,0.606308279,-0.684529005,-0.351378972,-0.457953721,1.458650403,-1.359042432
BLAME,0.57,0.34,0.23,0.58,0.12,2.7,3.09,3.52,NA,2.571,2.7,3.56,3.25,0,0.1,0.8,0,1.85,0.095,0.429,2.286,2.238,0.19,3.25,2.286,3.25,3.453,2.854,4.009,-1.292110563,-0.488806214,NA,-1.80076407,-2.287816641,-1.237303941,1.312046531,-0.813809484,-1.529181363,-0.504089098,-1.066655336,0.908909211
BLAND,0.79,0.19,0.61,1.71,0.03,2.3,NA,2.56,NA,2.656,2.3,3.48,0.389,4.167,0.167,0.778,1.389,1.167,0.105,0.632,2.474,4,0.263,4.167,4,4.167,4.257,4.298,5.389,NA,-1.448806214,NA,-2.20076407,-2.202816641,-1.317303941,-0.614535434,-0.988072897,-1.184890205,3.721839594,-1.751469599,0.036898032
BLANK,0.68,0.26,0.42,1.11,0.09,3.7,NA,3.84,NA,4.629,3.7,NA,0.4,0.4,0.45,1.2,0.35,3.6,0.167,0.444,2.944,0.556,0.111,3.6,2.944,3.6,3.65,2.955,4.207,NA,-0.168806214,NA,-0.80076407,-0.229816641,NA,0.712239982,-0.644790434,-1.045973869,-0.23299268,-0.279273204,-0.373913526
BLAST,0.72,0.19,0.54,1.48,0.15,4.8,NA,4.45,NA,NA,4.8,NA,3.556,0.333,1.444,2.222,1.278,3.722,0.632,1.421,1.474,1,0.947,3.722,1.474,3.722,4.829,2.014,4.943,NA,0.441193786,NA,0.29923593,NA,NA,0.412737691,-0.803014851,-0.195748934,0.274843175,0.400593964,0.614556494
BLAZE,0.95,0.26,0.69,2.28,-0.5,4.9,NA,4.81,NA,5.686,4.9,NA,1.556,0.056,1.722,0.389,2.667,3.944,0.947,1.947,3.053,1.211,1.211,3.944,3.053,3.944,4.469,3.426,5.059,NA,0.801193786,NA,0.39923593,0.827183359,NA,-0.286044471,-0.836768002,0.131233814,0.847111355,1.237891019,0.396812397
BLEAK,0.66,0.33,0.33,0.86,0.02,2.8,NA,3.95,NA,3.371,2.8,4.35,1.526,0.421,0.684,2.105,0.263,3.368,0.25,0.5,2.625,1.625,0.625,3.368,2.625,3.368,3.721,2.834,4.204,NA,-0.058806214,NA,-1.70076407,-1.487816641,-0.447303941,-0.496117662,-0.806807782,-0.447929269,0.063942789,-0.916840103,0.367350758
BLEAT,0.57,0.1,0.47,1.47,0.55,2.1,NA,NA,NA,NA,2.1,NA,3.417,0.083,0.417,0,0.25,0.75,0.533,0.533,1.6,1.733,0.533,3.417,1.733,3.417,3.431,2.137,3.688,NA,NA,NA,-2.40076407,NA,NA,-1.80544742,-1.386386852,-0.91888037,-0.26579105,-1.438804523,0.552793385
BLEED,0.88,0.31,0.57,1.67,-0.35,5.7,NA,NA,6.39286,NA,5.7,NA,0.176,0.647,2.118,1.882,0.412,3.647,2.381,2.333,2.524,2.19,2.286,3.647,2.524,3.647,4.021,4.015,5.063,NA,NA,1.476425869,1.19923593,NA,NA,0.302929108,-0.757217884,2.081769643,0.369662704,-0.728011139,-0.438536602
BLEND,0.71,0.31,0.42,1.05,-0.03,4.2,NA,3.15,5.53571,3.824,4.2,NA,1.526,0.947,1.842,0.053,0.421,3.789,0.211,2.368,2.158,0.526,0.105,3.789,2.368,3.789,4.024,2.864,4.459,NA,-0.858806214,0.619275869,-0.30076407,-1.034816641,NA,0.106908794,-0.729886218,-0.816547735,0.052797469,1.236780738,-0.426384084
BLESS,0.78,0.18,0.7,1.67,0.07,2.9,NA,2.99,4.40741,2.594,2.9,NA,2,0,0.588,1.529,0.118,1.706,0.5,1.95,2,2.55,0.45,2,2.55,2.55,2.558,3.182,3.658,NA,-1.018806214,-0.509024131,-1.60076407,-2.264816641,NA,0.82031224,-0.744737733,-0.510937462,-0.227189252,-1.431428099,0.033885917
BLIGHT,0.67,0.24,0.43,1.15,0.14,2.2,NA,NA,2.21429,NA,2.2,NA,0.333,0,0.667,1.417,0.417,2.5,0.6,0.733,0.667,0.4,0.867,2.5,0.867,2.5,2.662,1.175,2.737,NA,NA,-2.702144131,-2.30076407,NA,NA,-0.916590101,-0.696714581,-0.50525075,-0.370532496,-1.000426066,-1.761546073
BLIMP,0.75,0.29,0.46,1.24,-0.06,5.6,NA,NA,NA,5.5,5.6,NA,0.938,0,0.625,0,0,3.562,0.25,0.55,2.45,0.5,0.55,3.562,2.45,3.562,3.59,2.476,3.946,NA,NA,NA,1.09923593,0.641183359,NA,-0.801755079,-0.710201534,-1.022655363,-0.806329073,0.838475854,-0.111977369
BLIND,0.7,0.25,0.45,1.21,0.07,4.4,NA,3.96,NA,5.235,4.4,4.85,1.438,0.75,1.5,1.5,1,1.562,0.529,0.765,3.706,0.294,0,1.562,3.706,3.706,2.464,3.721,4.051,NA,-0.048806214,NA,-0.10076407,0.376183359,0.052696059,1.079274938,-0.567359452,-0.876344075,0.170858204,-1.018353214,-0.129309205
BLINK,0.69,0.25,0.44,1.16,0.08,5.5,5.31,NA,NA,NA,5.5,4.71,0.158,0.105,0.842,1.684,0.053,3.947,0,0,4.75,0,0,3.947,4.75,4.75,4.059,4.75,5.583,0.927889437,NA,NA,0.99923593,NA,-0.087303941,0.31147411,-0.600453101,-0.764965971,-0.560251607,0.42296598,0.875940455
BLISS,0.75,0.17,0.59,1.65,0.14,3.1,NA,3.77,3.21429,3.938,3.1,NA,1.333,0.944,0.722,3.222,0.556,1.944,0.737,0.579,2.632,1.526,0.789,3.222,2.632,3.222,3.545,2.838,4.07,NA,-0.238806214,-1.702144131,-1.40076407,-0.920816641,NA,-0.233222716,-0.627650282,-0.14745319,0.559241425,-1.405174356,0.312579503
BLITZ,0.78,0.23,0.55,1.52,-0.01,3.4,NA,NA,NA,NA,3.4,NA,1.632,0.158,0.684,0.263,0.158,3.053,1.5,1.389,1.944,0.667,0.944,3.053,1.944,3.053,3.212,2.441,3.626,NA,NA,NA,-1.10076407,NA,NA,-0.494079263,-0.661656654,-0.145181654,-0.78494453,0.104826871,-0.338416487
BLOAT,0.83,0.29,0.54,1.51,-0.2,3.7,NA,NA,NA,NA,3.7,NA,0.35,0,1.65,4.5,0.05,2.8,0.7,0.95,0.95,0.9,2.85,4.5,2.85,4.5,4.899,2.96,5.236,NA,NA,NA,-0.80076407,NA,NA,-1.266296517,-0.728976674,1.951889333,0.193806349,-1.473857104,-0.519482158
BLOB,0.9,0.27,0.62,1.86,-0.32,4.4,NA,NA,5.60714,NA,4.4,NA,0.389,0.222,1.389,0.222,0.167,3.5,0.526,1.737,2.158,0.579,0.632,3.5,2.158,3.5,3.574,2.513,3.948,NA,NA,0.690705869,-0.10076407,NA,NA,-0.204988012,-0.818291645,-0.443584426,-0.421356468,0.769612453,-0.792192465
BLOCK,0.57,0.17,0.4,1.13,0.4,5.7,NA,NA,NA,5.121,5.7,4.83,0.946,0.27,2.27,0.568,0.216,3.459,1.867,3.067,2.2,0.9,1.933,3.459,3.067,3.459,3.784,3.779,4.764,NA,NA,NA,1.19923593,0.262183359,0.032696059,1.01323923,-0.701141789,1.264051547,-0.498278613,0.623792399,-0.614929905
BLOKE,0.73,0.09,0.64,1.97,0.36,2.4,NA,5.71,NA,5.914,2.4,NA,3,0,1.75,0.25,0.875,3.438,0.316,0.684,2.053,1.368,0.263,3.438,2.053,3.438,4.192,2.262,4.401,NA,1.701193786,NA,-2.10076407,1.055183359,NA,-0.030541611,-0.818557673,-1.191246667,-0.09612065,0.675747978,0.581110826
BLOOD,0.9,0.18,0.72,2.2,-0.17,6.4,NA,NA,NA,6.412,6.4,6.2,0.158,1.526,2.895,1.474,1.895,4.158,2.095,2.571,3.143,2.048,2.095,4.158,3.143,4.158,4.787,4.218,5.695,NA,NA,NA,1.89923593,1.553183359,1.402696059,1.529919112,-0.442980109,1.540025837,1.594901458,0.592417152,-0.295243068
BLOOM,0.72,0.3,0.42,1.1,-0.02,5,NA,NA,5.82143,5.032,5,5.24,0.125,0.25,1.938,0.875,2.375,4.125,0.2,1,2.75,0.35,0.3,4.125,2.75,4.125,4.507,2.797,4.841,NA,NA,0.904995869,0.49923593,0.173183359,0.442696059,0.323987649,-0.566510253,-0.784779534,0.891374306,1.197967903,-0.67729229
BLOT,0.82,0.27,0.55,1.51,-0.15,4,NA,NA,5.14286,NA,4,NA,0.188,0,1.5,0.188,0,4,0.2,1.75,1.45,0.05,0.35,4,1.75,4,4.069,2.038,4.233,NA,NA,0.226425869,-0.50076407,NA,NA,-0.481795675,-0.958902396,-0.616631849,-0.617039831,1.104642945,-1.175649296
BLOTCH,0.72,0.24,0.47,1.27,0.06,4.2,NA,NA,NA,NA,4.2,NA,0.278,0.167,0.722,0.611,0,3.944,0.737,1.947,2.789,1.158,0.842,3.944,2.789,3.944,3.958,3.163,4.541,NA,NA,NA,-0.30076407,NA,NA,-1.23258063,-0.585281527,0.108853185,-0.378661987,0.820454357,0.109888532
BLOUSE,0.86,0.21,0.65,1.91,-0.15,6.4,NA,6.05,6.53571,6.121,6.4,5.95,0.118,0,2.765,0.235,0.529,4,0.476,1.286,0.857,0.143,2.524,4,2.524,4,4.402,2.666,4.706,NA,2.041193786,1.619275869,1.89923593,1.262183359,1.152696059,0.290866851,-0.274094296,0.669596871,-0.176243456,0.798294886,-1.81470158
BLOW,0.73,0.24,0.49,1.31,0.05,4.2,NA,3.99,NA,4.735,4.2,4.58,2.294,0.824,2.235,2.059,0.294,3.588,0.048,0.571,1.095,3.476,0.714,3.588,3.476,3.588,4.286,3.527,4.968,NA,-0.018806214,NA,-0.30076407,-0.123816641,-0.217303941,1.204407464,-1.263576604,-0.785943327,0.964547032,0.013535389,0.498685774
BLOWN,0.68,0.23,0.45,1.21,0.15,3.4,NA,3.43,NA,NA,3.4,NA,2.176,0.118,1,0.882,0.118,2.588,0.81,1.143,2.524,3.762,1.095,2.588,3.762,3.762,3.084,4.173,4.672,NA,-0.578806214,NA,-1.10076407,NA,NA,0.754612051,-0.906668842,-0.16715413,0.177937581,-0.77450966,1.038266011
BLUE,0.7,0.12,0.58,1.72,0.33,6.1,NA,NA,NA,6.471,6.1,5.69,0.25,0,0.15,0.5,0,4.45,0.111,0.111,3.389,0.333,0.389,4.45,3.389,4.45,4.452,3.392,5.03,NA,NA,NA,1.59923593,1.612183359,0.892696059,1.791855837,-0.733523886,-1.164174135,-0.804753746,0.449291772,0.061702051
BLUFF,0.81,0.26,0.55,1.53,-0.12,3.7,NA,2.17,NA,3,3.7,NA,2.786,0.143,0.429,1,0.286,2.786,0.778,1.389,2.889,3.389,1,2.786,3.389,3.389,3.539,4.065,4.813,NA,-1.838806214,NA,-0.80076407,-1.858816641,NA,-0.067937402,-0.865767916,-0.331046915,0.013241764,-0.029336787,1.842544851
BLUNT,0.78,0.29,0.49,1.31,-0.11,4.3,NA,3.95,NA,3.938,4.3,4.04,1.952,0.381,2.095,0.762,0.286,2.238,0.421,1.895,1.579,1.947,0.474,2.238,1.947,2.238,3.05,2.635,3.601,NA,-0.058806214,NA,-0.20076407,-0.920816641,-0.757303941,0.069925601,-0.637634899,-0.417122046,0.088179645,-0.815961071,-0.667850612
BLUR,0.77,0.33,0.44,1.16,-0.15,4.1,NA,NA,NA,NA,4.1,NA,0.312,0.062,0.375,0.312,0,4.25,0.167,0.833,3.111,0.111,0.111,4.25,3.111,4.25,4.252,3.131,4.756,NA,NA,NA,-0.40076407,NA,NA,0.010043894,-0.642674828,-1.086282322,-0.791074069,1.21245774,0.093548018
BLUSH,0.81,0.27,0.54,1.49,-0.14,5.2,5.78,NA,NA,NA,5.2,5.51,0,0,0.438,2.125,0,3.125,0.095,0.429,3.905,1.143,0.476,3.125,3.905,3.905,3.426,3.941,4.663,1.397889437,NA,NA,0.69923593,NA,0.712696059,0.043097105,-0.688820714,-0.400630125,-0.326172074,-0.741569825,0.485392776
BOAR,0.82,0.28,0.54,1.48,-0.16,4.6,NA,NA,NA,NA,4.6,5.24,1.938,0.312,0.938,0.062,0.812,3.062,0.824,1.176,2.765,1.176,0.235,3.062,2.765,3.062,3.344,2.922,3.965,NA,NA,NA,0.09923593,NA,0.442696059,-0.424017235,-1.192652674,-0.941468903,-0.194150322,0.546052366,0.428740385
BOARD,0.6,0.35,0.25,0.63,0.06,5.8,NA,4.42,NA,5.857,5.8,5.92,0.647,0,3.294,0.059,0.353,4.294,1.091,1.682,1.727,0.545,0.773,4.294,1.727,4.294,4.866,2.279,5.027,NA,0.411193786,NA,1.29923593,0.998183359,1.122696059,1.341868518,-0.682468238,-0.029180305,-0.414226731,1.459675511,-1.079021133
BOAST,0.69,0.29,0.4,1.06,0.02,2.8,NA,NA,NA,2.875,2.8,4.16,4.444,0.278,0.333,0.944,0,2.556,0.2,0.3,1.55,3.55,0.3,4.444,3.55,4.444,4.723,3.647,5.359,NA,NA,NA,-1.70076407,-1.983816641,-0.637303941,-0.457677204,-1.333838881,-1.093886935,0.260148415,-0.509433773,2.072197974
BOAT,0.58,0.17,0.41,1.17,0.37,6.7,4.13,NA,NA,6.823,6.7,6.31,1.895,0.263,2.158,0.421,0.632,3.632,1.429,2,1.905,0.19,1.429,3.632,2,3.632,4.023,2.748,4.411,-0.252110563,NA,NA,2.19923593,1.964183359,1.512696059,1.437691503,-1.027678886,0.262457994,-0.515305316,0.818204818,-0.567588717
BODE,0.71,0.12,0.59,1.74,0.31,2,NA,NA,NA,NA,2,NA,1.368,0.158,0.105,1.263,0.105,1.737,0.308,0.615,1.538,0.462,0.385,1.737,1.538,1.737,2.142,1.595,2.403,NA,NA,NA,-2.50076407,NA,NA,-0.971695334,-1.338354993,-0.963498958,-0.59896117,-1.818766201,-1.010795915
BOG,0.66,0.2,0.46,1.24,0.21,2.9,NA,NA,NA,NA,2.9,NA,0.895,0.053,1.632,0.158,1.526,3.895,1,0.706,1.765,0.471,0.471,3.895,1.765,3.895,4.076,1.918,4.213,NA,NA,NA,-1.60076407,NA,NA,-0.539614582,-1.336444073,-0.648486995,0.153723447,0.838955999,-0.731680908
BOIL,0.76,0.18,0.59,1.64,0.11,5.5,5.5,NA,NA,5.515,5.5,5.33,2.278,0.111,1.944,1.444,0.389,3.611,0.737,2.474,2.211,1.053,0.737,3.611,2.474,3.611,4.108,3.033,4.598,1.117889437,NA,NA,0.99923593,0.656183359,0.532696059,0.43956996,-1.007864924,0.269796819,-0.250066535,0.070903596,0.045383006
BOLD,0.71,0.2,0.51,1.39,0.14,2.9,NA,3.84,NA,4.121,2.9,NA,2,0.882,0.706,3.471,0.471,2.882,1.091,1.364,2.682,1.864,1.136,3.471,2.682,3.471,4.215,3.143,4.732,NA,-0.168806214,NA,-1.60076407,-0.737816641,NA,0.178081871,-1.171386788,0.615285239,0.469576743,-1.60201754,0.73990238
BOLT,0.83,0.36,0.47,1.31,-0.29,5.6,NA,NA,6,NA,5.6,5.51,1.375,0.125,1.375,0.875,0,2.625,2.333,2.905,2.286,0.952,1.667,2.625,2.905,2.905,2.883,3.795,4.284,NA,NA,1.083565869,1.09923593,NA,0.712696059,0.092437757,-1.014650245,1.260960576,-0.838532617,-0.073702619,-0.217424991
BOMB,0.81,0.19,0.62,1.77,0.01,6.4,5.945,NA,NA,6.273,6.4,6.06,2.471,0,0.706,0.412,0.176,3.176,1.444,1.722,1.778,0.833,1.722,3.176,1.778,3.176,3.623,2.688,4.061,1.562889437,NA,NA,1.89923593,1.414183359,1.262696059,0.830466516,-1.02293383,0.160142048,-0.961818372,0.077428129,0.060673633
BOND,0.69,0.2,0.49,1.32,0.17,4,NA,NA,NA,3.8,4,3.8,1.524,0.571,2.381,3.238,0.571,3.048,0.8,2.8,2.55,1.75,1.5,3.238,2.8,3.238,4.303,3.629,5.032,NA,NA,NA,-0.50076407,-1.058816641,-0.997303941,0.250985432,-1.168132362,1.103706505,0.461081016,-0.456247636,0.395249692
